,TxnID,TimeCreated,TimeModified,EditSequence,TxnNumber,CustomerRef,ClassRef,ARAccountRef,TemplateRef,TxnDate,RefNumber,BillAddress,BillAddressBlock,IsPending,IsFinanceCharge,TermsRef,DueDate,ShipDate,Subtotal,ItemSalesTaxRef,SalesTaxPercentage,SalesTaxTotal,AppliedAmount,BalanceRemaining,IsPaid,IsToBePrinted,IsToBeEmailed,CustomerSalesTaxCodeRef,ShipAddress,ShipAddressBlock,CustomerMsgRef,PONumber,Memo,SuggestedDiscountAmount,SuggestedDiscountDate
45,494F-1071513237,2003-12-16T00:03:57+05:30,2024-12-15T18:27:11+05:30,1734267430,1085,"{'ListID': '770000-1071531794', 'FullName': 'Fisher, Jennifer:Garage Roof'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': '80000-933288086', 'FullName': 'Custom Invoice'}",2025-04-15,1037,"{'Addr1': 'Jennifer Fisher', 'Addr2': '7882 N. Lantana Lane', 'City': 'E. Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Jennifer Fisher', 'Addr2': '7882 N. Lantana Lane', 'Addr3': 'E. Bayshore,  CA  94326'}",false,false,"{'ListID': '30000-933272658', 'FullName': 'Due on receipt'}",2026-04-15,2025-07-18,350.0,"{'ListID': '360000-1071521681', 'FullName': 'E. Bayshore/County'}",8.05,0.0,-350.0,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}",,,,,,,
46,9D68-1182060095,2007-06-17T11:31:35+05:30,2024-12-15T18:28:13+05:30,1734267490,1506,"{'ListID': '800000C9-1182060069', 'FullName': 'Sage, Robert:Remodel'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-05-08,1038,"{'Addr1': 'Robert Sage', 'Addr2': '92834 Verity Pkwy', 'City': 'Millbrae', 'State': 'CA', 'PostalCode': '94030'}","{'Addr1': 'Robert Sage', 'Addr2': '92834 Verity Pkwy', 'Addr3': 'Millbrae, CA 94030'}",false,false,"{'ListID': '20000-933272658', 'FullName': 'Net 15'}",2026-05-23,2025-05-08,17270.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,0.0,-17270.0,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Robert Sage', 'Addr2': '92834 Verity Pkwy', 'City': 'Millbrae', 'State': 'CA', 'PostalCode': '94030'}","{'Addr1': 'Robert Sage', 'Addr2': '92834 Verity Pkwy', 'Addr3': 'Millbrae, CA 94030'}",,,,,
47,39A9-1071529515,2003-12-16T04:35:15+05:30,2024-12-15T18:26:24+05:30,1734267384,712,"{'ListID': '6B0000-1071525677', 'FullName': 'Milner, Eloyse:Room addition'}","{'ListID': '10000-933272658', 'FullName': 'New Construction'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-05-12,1039,"{'Addr1': 'Eloyse Milner', 'Addr2': '4242 Cypress Hill Rd', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Eloyse Milner', 'Addr2': '4242 Cypress Hill Rd', 'Addr3': 'Bayshore CA 94326'}",false,false,"{'ListID': '10000-933272658', 'FullName': 'Net 30'}",2026-06-11,2025-05-12,4075.66,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,118.63,-4194.29,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Eloyse Milner', 'Addr2': '4242 Cypress Hill Rd', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Eloyse Milner', 'Addr2': '4242 Cypress Hill Rd', 'Addr3': 'Bayshore, CA 94326'}","{'ListID': '10000-933272660', 'FullName': 'All work is complete!'}",,,,
48,3D71-1071532841,2003-12-16T05:30:41+05:30,2024-12-15T18:26:37+05:30,1734267397,797,"{'ListID': '8C0000-1071532703', 'FullName': 'Bristol, Sonya:Utility Shed'}","{'ListID': '10000-933272658', 'FullName': 'New Construction'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': '80000-933288086', 'FullName': 'Custom Invoice'}",2025-05-16,1040,"{'Addr1': 'Sonya Bristol', 'Addr2': '5920 N. Lighthouse', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Sonya Bristol', 'Addr2': '5920 N. Lighthouse', 'Addr3': 'Bayshore, CA  94326'}",false,false,,2026-05-16,2025-05-16,1999.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,93.0,-2092.0,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}",,,"{'ListID': '50000-933272660', 'FullName': 'Thank you for your business.'}",,,,
49,3D6A-1071532373,2003-12-16T05:22:53+05:30,2024-12-15T18:26:39+05:30,1734267397,796,"{'ListID': '8A0000-1071532366', 'FullName': 'Jimenez, Cristina:Utility Shed'}","{'ListID': '10000-933272658', 'FullName': 'New Construction'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-05-22,1041,"{'Addr1': 'Cristina Jimenez', 'Addr2': '6642 W. Skyline Dr', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Cristina Jimenez', 'Addr2': '6642 W. Skyline Dr', 'Addr3': 'Bayshore, CA  94326'}",false,false,,2026-05-22,2025-05-22,1999.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,93.0,-2092.0,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Cristina Jimenez', 'Addr2': '6642 W. Skyline Dr', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Cristina Jimenez', 'Addr2': '6642 W. Skyline Dr', 'Addr3': 'Bayshore, CA 94326'}","{'ListID': '50000-933272660', 'FullName': 'Thank you for your business.'}",,,,
50,3D5B-1071531480,2003-12-16T05:08:00+05:30,2024-12-15T18:26:38+05:30,1734267397,794,"{'ListID': '850000-1071531366', 'FullName': 'Fomin, Slava:Utility Shed'}","{'ListID': '10000-933272658', 'FullName': 'New Construction'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-06-04,1042,"{'Addr1': 'Slava Fomin', 'Addr2': '3366 E. Maple', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Slava Fomin', 'Addr2': '3366 E. Maple', 'Addr3': 'Bayshore,  CA  94326'}",false,false,,2026-06-04,2025-06-04,2499.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,89.13,-2588.13,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Slava Fomin', 'Addr2': '3366 E. Maple', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Slava Fomin', 'Addr2': '3366 E. Maple', 'Addr3': 'Bayshore, CA 94326'}","{'ListID': '50000-933272660', 'FullName': 'Thank you for your business.'}",,,,
51,96A8-1181226401,2007-06-07T19:56:41+05:30,2024-12-15T18:28:03+05:30,1734267481,1459,"{'ListID': '160000-933272658', 'FullName': 'Abercrombie, Kristy:Family Room'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': '130000-1071512842', 'FullName': 'Custom S.O. Invoice'}",2025-06-07,1043,"{'Addr1': 'Kristy Abercrombie', 'Addr2': '5647 Cypress Hill Rd', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Kristy Abercrombie', 'Addr2': '5647 Cypress Hill Rd', 'Addr3': 'Bayshore CA 94326'}",false,false,"{'ListID': '10000-933272658', 'FullName': 'Net 30'}",2026-07-07,2025-06-07,1237.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,55.78,-1292.78,0.0,true,false,true,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Kristy Abercrombie', 'Addr2': '5647 Cypress Hill Rd', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Kristy Abercrombie', 'Addr2': '5647 Cypress Hill Rd', 'Addr3': 'Bayshore, CA 94326'}",,,,,
52,96B3-1181226566,2007-06-07T19:59:26+05:30,2024-12-15T18:28:02+05:30,1734267481,1460,"{'ListID': '160000-933272658', 'FullName': 'Abercrombie, Kristy:Family Room'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': '130000-1071512842', 'FullName': 'Custom S.O. Invoice'}",2025-06-07,1044,"{'Addr1': 'Kristy Abercrombie', 'Addr2': '5647 Cypress Hill Rd', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Kristy Abercrombie', 'Addr2': '5647 Cypress Hill Rd', 'Addr3': 'Bayshore CA 94326'}",false,false,"{'ListID': '10000-933272658', 'FullName': 'Net 30'}",2026-07-07,2025-06-07,-37.2,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,37.2,0.0,0.0,true,false,true,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Kristy Abercrombie', 'Addr2': '5647 Cypress Hill Rd', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Kristy Abercrombie', 'Addr2': '5647 Cypress Hill Rd', 'Addr3': 'Bayshore, CA 94326'}",,,,,
53,3D24-1071530303,2003-12-16T04:48:23+05:30,2024-12-15T18:26:38+05:30,1734267396,789,"{'ListID': '860000-1071531587', 'FullName': 'Duncan, Dave:Utility Shed'}","{'ListID': '10000-933272658', 'FullName': 'New Construction'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-06-09,1045,"{'Addr1': 'Duncan, Dave', 'Addr2': '3442 W. Charleston', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Duncan, Dave', 'Addr2': '3442 W. Charleston', 'Addr3': 'Bayshore, CA  94326'}",false,false,,2026-06-09,2025-06-09,2400.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,69.75,-2469.75,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Duncan, Dave', 'Addr2': '3442 W. Charleston', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Duncan, Dave', 'Addr2': '3442 W. Charleston', 'Addr3': 'Bayshore, CA 94326'}","{'ListID': '50000-933272660', 'FullName': 'Thank you for your business.'}",,,,
54,3D32-1071530645,2003-12-16T04:54:05+05:30,2024-12-15T18:26:54+05:30,1734267396,790,"{'ListID': '7F0000-1071530557', 'FullName': 'Memeo, Jeanette:Utility Shed'}","{'ListID': '10000-933272658', 'FullName': 'New Construction'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-06-09,1046,"{'Addr1': 'Jeanette Memeo', 'Addr2': '8313 Orange Blossom Dr', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Jeanette Memeo', 'Addr2': '8313 Orange Blossom Dr', 'Addr3': 'Bayshore CA 94326'}",false,false,"{'ListID': '60000-933272660', 'FullName': 'Net 60'}",2026-08-08,2025-06-09,1999.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,93.0,-2092.0,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Jeanette Memeo', 'Addr2': '8313 Orange Blossom Dr', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Jeanette Memeo', 'Addr2': '8313 Orange Blossom Dr', 'Addr3': 'Bayshore, CA 94326'}","{'ListID': '50000-933272660', 'FullName': 'Thank you for your business.'}",,,,
55,9D6F-1182060352,2007-06-17T11:35:52+05:30,2024-12-15T18:28:12+05:30,1734267491,1507,"{'ListID': '800000CB-1182060323', 'FullName': 'Rahn, Jennifer:Remodel'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-06-17,1047,"{'Addr1': 'Jennifer Rahn', 'Addr2': '1983 Woodland Rd.', 'City': 'Millbrae', 'State': 'CA', 'PostalCode': '94030'}","{'Addr1': 'Jennifer Rahn', 'Addr2': '1983 Woodland Rd.', 'Addr3': 'Millbrae, CA 94030'}",false,false,"{'ListID': '20000-933272658', 'FullName': 'Net 15'}",2026-07-02,2025-06-17,20300.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,0.0,-20300.0,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Jennifer Rahn', 'Addr2': '1983 Woodland Rd.', 'City': 'Millbrae', 'State': 'CA', 'PostalCode': '94030'}","{'Addr1': 'Jennifer Rahn', 'Addr2': '1983 Woodland Rd.', 'Addr3': 'Millbrae, CA 94030'}",,,,,
56,3981-1071528487,2003-12-16T04:18:07+05:30,2024-12-15T18:26:24+05:30,1734267383,710,"{'ListID': '740000-1071526664', 'FullName': 'Craven, Pam:Duct Work'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-06-23,1048,"{'Addr1': 'Pam Craven', 'Addr2': '7105 N. Landon', 'City': 'E. Bayshore', 'State': 'CA', 'PostalCode': '94327'}","{'Addr1': 'Pam Craven', 'Addr2': '7105 N. Landon', 'Addr3': 'E. Bayshore,  CA 94327'}",false,false,"{'ListID': '30000-933272658', 'FullName': 'Due on receipt'}",2026-06-23,2025-06-23,625.0,"{'ListID': '350000-1071521574', 'FullName': 'East Bayshore'}",0.3,0.0,-625.0,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Pam Craven', 'Addr2': '7105 N. Landon', 'City': 'E. Bayshore', 'State': 'CA', 'PostalCode': '94327'}","{'Addr1': 'Pam Craven', 'Addr2': '7105 N. Landon', 'Addr3': 'E. Bayshore, CA 94327'}","{'ListID': '10000-933272660', 'FullName': 'All work is complete!'}",,,,
57,3F6B-1071507077,2003-12-15T22:21:17+05:30,2024-12-15T18:26:45+05:30,1734267405,855,"{'ListID': '950000-1071506823', 'FullName': 'Baker, Chris:Family Room'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': '80000-933288086', 'FullName': 'Custom Invoice'}",2025-06-23,1049,"{'Addr1': 'Baker, Chris', 'Addr2': '415 W. Desert Bloom', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Baker, Chris', 'Addr2': '415 W. Desert Bloom', 'Addr3': 'Bayshore, CA  94326'}",false,false,"{'ListID': '10000-933272658', 'FullName': 'Net 30'}",2026-07-23,2025-06-23,5989.85,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,182.39,-6172.24,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}",,,,,,,
58,8C02-1197735026,2007-12-15T21:40:26+05:30,2024-12-15T18:28:03+05:30,1734267478,1430,"{'ListID': '740000-1071526664', 'FullName': 'Craven, Pam:Duct Work'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-06-30,1050,"{'Addr1': 'Pam Craven', 'Addr2': '7105 N. Landon', 'City': 'E. Bayshore', 'State': 'CA', 'PostalCode': '94327'}","{'Addr1': 'Pam Craven', 'Addr2': '7105 N. Landon', 'Addr3': 'E. Bayshore,  CA 94327'}",false,false,"{'ListID': '30000-933272658', 'FullName': 'Due on receipt'}",2026-06-30,2025-06-30,321.8,"{'ListID': '350000-1071521574', 'FullName': 'East Bayshore'}",0.3,0.0,-321.8,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Pam Craven', 'Addr2': '7105 N. Landon', 'City': 'E. Bayshore', 'State': 'CA', 'PostalCode': '94327'}","{'Addr1': 'Pam Craven', 'Addr2': '7105 N. Landon', 'Addr3': 'E. Bayshore, CA 94327'}",,,,,
59,2758-1071519224,2003-12-16T01:43:44+05:30,2024-12-15T18:26:14+05:30,1734267345,475,"{'ListID': '580000-1071526281', 'FullName': 'Luke, Noelani:Kitchen'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-07-14,1051,"{'Addr1': 'Noelani Luke', 'Addr2': '913 Bay View', 'City': 'East Bayshore', 'State': 'CA', 'PostalCode': '94327'}","{'Addr1': 'Noelani Luke', 'Addr2': '913 Bay View', 'Addr3': 'East Bayshore CA 94327'}",false,false,"{'ListID': '50000-933272659', 'FullName': '1% 10 Net 30'}",2026-08-13,2025-07-24,10790.3,"{'ListID': '360000-1071521681', 'FullName': 'E. Bayshore/County'}",8.05,691.5,-11481.8,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Noelani Luke', 'Addr2': '913 Bay View', 'City': 'East Bayshore', 'State': 'CA', 'PostalCode': '94327'}","{'Addr1': 'Noelani Luke', 'Addr2': '913 Bay View', 'Addr3': 'East Bayshore, CA 94327'}",,,,107.9,2025-07-24
60,277B-1071521977,2003-12-16T02:29:37+05:30,2024-12-15T18:25:47+05:30,1734267346,478,"{'ListID': '5E0000-1071526675', 'FullName': 'Luke, Noelani:Remodel Bathroom'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-07-14,1052,"{'Addr1': 'Noelani Luke', 'Addr2': '913 Bay View', 'City': 'East Bayshore', 'State': 'CA', 'PostalCode': '94327'}","{'Addr1': 'Noelani Luke', 'Addr2': '913 Bay View', 'Addr3': 'East Bayshore CA 94327'}",false,false,"{'ListID': '50000-933272659', 'FullName': '1% 10 Net 30'}",2026-08-13,2025-07-16,4552.6,"{'ListID': '360000-1071521681', 'FullName': 'E. Bayshore/County'}",8.05,282.32,-4834.92,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Noelani Luke', 'Addr2': '913 Bay View', 'City': 'East Bayshore', 'State': 'CA', 'PostalCode': '94327'}","{'Addr1': 'Noelani Luke', 'Addr2': '913 Bay View', 'Addr3': 'East Bayshore, CA 94327'}",,,,45.53,2025-07-24
61,9D76-1182060759,2007-06-17T11:42:39+05:30,2024-12-15T18:28:13+05:30,1734267491,1508,"{'ListID': '800000CD-1182060748', 'FullName': 'Samuels Art Supplies:Remodel'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-07-20,1053,"{'Addr1': 'Samuels Art Supplies', 'Addr2': 'Adam Samuels', 'Addr3': 'P.O. Box 983094', 'City': 'Millbrae', 'State': 'CA', 'PostalCode': '94030'}","{'Addr1': 'Samuels Art Supplies', 'Addr2': 'Adam Samuels', 'Addr3': 'P.O. Box 983094', 'Addr4': 'Millbrae, CA 94030'}",false,false,"{'ListID': '20000-933272658', 'FullName': 'Net 15'}",2026-08-04,2025-07-20,13900.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,0.0,-13900.0,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Samuels Art Supplies', 'Addr2': 'Adam Samuels', 'Addr3': 'P.O. Box 983094', 'City': 'Millbrae', 'State': 'CA', 'PostalCode': '94030'}","{'Addr1': 'Samuels Art Supplies', 'Addr2': 'Adam Samuels', 'Addr3': 'P.O. Box 983094', 'Addr4': 'Millbrae, CA 94030'}",,,,,
62,3239-1071512672,2003-12-15T23:54:32+05:30,2024-12-15T18:26:54+05:30,1734267363,545,"{'ListID': '690000-1071511449', 'FullName': 'Memeo, Jeanette:2nd story addition'}","{'ListID': '10000-933272658', 'FullName': 'New Construction'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-08-13,1054,"{'Addr1': 'Jeanette Memeo', 'Addr2': '8313 Orange Blossom Dr', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Jeanette Memeo', 'Addr2': '8313 Orange Blossom Dr', 'Addr3': 'Bayshore CA 94326'}",false,false,"{'ListID': '60000-933272660', 'FullName': 'Net 60'}",2026-10-12,2025-08-13,13973.45,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,565.09,-14538.54,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Jeanette Memeo', 'Addr2': '8313 Orange Blossom Dr', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Jeanette Memeo', 'Addr2': '8313 Orange Blossom Dr', 'Addr3': 'Bayshore, CA 94326'}",,,,,
63,9D7D-1182061007,2007-06-17T11:46:47+05:30,2024-12-15T18:28:14+05:30,1734267491,1509,"{'ListID': '800000CF-1182060980', 'FullName': ""Tony's Barber Shop:Remodel""}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-08-20,1055,"{'Addr1': ""Tony's Barber Shop"", 'Addr2': 'Tony Gaming', 'Addr3': 'P.O. Box 42893', 'City': 'Millbrae', 'State': 'CA', 'PostalCode': '94030'}","{'Addr1': ""Tony's Barber Shop"", 'Addr2': 'Tony Gaming', 'Addr3': 'P.O. Box 42893', 'Addr4': 'Millbrae, CA 94030'}",false,false,"{'ListID': '20000-933272658', 'FullName': 'Net 15'}",2026-09-04,2025-08-20,15870.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,0.0,-15870.0,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': ""Tony's Barber Shop"", 'Addr2': 'Tony Gaming', 'Addr3': 'P.O. Box 42893', 'City': 'Millbrae', 'State': 'CA', 'PostalCode': '94030'}","{'Addr1': ""Tony's Barber Shop"", 'Addr2': 'Tony Gaming', 'Addr3': 'P.O. Box 42893', 'Addr4': 'Millbrae, CA 94030'}",,,,,
64,2476-1071504523,2003-12-15T21:38:43+05:30,2024-12-15T18:26:06+05:30,1734267336,423,"{'ListID': '620000-1071526513', 'FullName': 'Smith, Lee:Patio'}","{'ListID': '10000-933272658', 'FullName': 'New Construction'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-08-27,1056,"{'Addr1': 'Lee M Smith', 'Addr2': '431 Hampshire Blvd', 'City': 'East Bayshore', 'State': 'CA', 'PostalCode': '94327'}","{'Addr1': 'Lee M Smith', 'Addr2': '431 Hampshire Blvd', 'Addr3': 'East Bayshore CA 94327'}",false,false,"{'ListID': '10000-933272658', 'FullName': 'Net 30'}",2026-09-26,2025-09-01,7894.5,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,467.17,-8361.67,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Smith Photography', 'Addr2': '910 Grapevine Ave', 'City': 'East Bayshore', 'State': 'CA', 'PostalCode': '94327'}","{'Addr1': 'Smith Photography', 'Addr2': '910 Grapevine Ave', 'Addr3': 'East Bayshore CA 94327'}",,,,,
65,26CD-1071502046,2003-12-15T20:57:26+05:30,2024-12-15T18:26:06+05:30,1734267343,463,"{'ListID': '560000-1071525552', 'FullName': 'Nguyen, Tuan:Garage'}","{'ListID': '10000-933272658', 'FullName': 'New Construction'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': '70000-933287589', 'FullName': 'Progress Invoice'}",2025-09-04,1057,"{'Addr1': 'Tuan Nguyen', 'Addr2': '8292 Orange Blossom Dr', 'City': 'Bayshore', 'State': 'CA', 'PostalCode': '94326'}","{'Addr1': 'Tuan Nguyen', 'Addr2': '8292 Orange Blossom Dr', 'Addr3': 'Bayshore CA 94326'}",false,false,"{'ListID': '30000-933272658', 'FullName': 'Due on receipt'}",2026-09-04,2025-09-04,6819.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,0.0,-6819.0,0.0,true,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}",,,,,,,
66,9D84-1182061418,2007-06-17T11:53:38+05:30,2024-12-15T18:28:11+05:30,1734267491,1510,"{'ListID': '800000D1-1182061396', 'FullName': 'Allard, Robert:Remodel'}","{'ListID': '40000-933272658', 'FullName': 'Remodel'}","{'ListID': '40000-933270541', 'FullName': 'Accounts Receivable'}","{'ListID': 'E0000-1071499861', 'FullName': 'Rock Castle Invoice'}",2025-09-12,1058,"{'Addr1': 'Robert Allard', 'Addr2': '92834 Chandler St.', 'City': 'Millbrae', 'State': 'CA', 'PostalCode': '94030'}","{'Addr1': 'Robert Allard', 'Addr2': '92834 Chandler St.', 'Addr3': 'Millbrae, CA 94030'}",false,false,"{'ListID': '20000-933272658', 'FullName': 'Net 15'}",2026-09-27,2025-09-12,14510.0,"{'ListID': '2E0000-933272656', 'FullName': 'San Tomas'}",7.75,0.0,0.0,14510.0,false,false,false,"{'ListID': '10000-999022286', 'FullName': 'Tax'}","{'Addr1': 'Robert Allard', 'Addr2': '92834 Chandler St.', 'City': 'Millbrae', 'State': 'CA', 'PostalCode': '94030'}","{'Addr1': 'Robert Allard', 'Addr2': '92834 Chandler St.', 'Addr3': 'Millbrae, CA 94030'}",,,,,
